,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
156320,201512050031,2015,12,5,,0,,217,United States,1,North America,New York,New York City,40.697133,-73.931352,1.0,0,The incident occurred in the Astoria area of Queens.,"12/05/2015: An assailant assaulted a Muslim store clerk at Fatima Food Mart in Queens, New York City, United States. The clerk was injured in the attack. No group claimed responsibility; however, an assailant, identified as Piro Kolvani, said ""I kill Muslims"" during the attack and was later arrested.",1,1,1,0,,,0,1,0,8,Unarmed Assault,,,,,14,Private Citizens & Property,69.0,Religion Identified,Not Applicable,Muslim Civilian,217.0,United States,,,,,,,,,,,,,,,,,Anti-Muslim extremists,,,,,,"The specific motive is unknown; however, sources suspected that the attack may have been part of a larger trend of violence targeting members of the Muslim community following the Paris attacks and the San Bernardino attack. Moreover, sources noted that the assailant said, ""I kill Muslims,"" during the attack.",0.0,,,1,1.0,1.0,0.0,,,,,,,,,,9,Melee,22.0,"Hands, Feet, Fists",,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","""Florida man charged with hate crimes for allegedly attacking Muslim store clerk in Queens,"" New York Daily News, January 4, 2016.","""Man Yells He Wants to 'Kill Muslims,' Attacks Store Owner in NYC: Police, Victim,"" NBC New York, December 10, 2015.","""Advocates fear rise in anti-Muslim attacks after Paris, San Bernardino,"" CBS News, December 10, 2015.",START Primary Collection,-9,-9,0,-9,
156398,201512080038,2015,12,8,,0,,217,United States,1,North America,North Dakota,Grand Forks,47.900053,-97.044649,1.0,0,,"12/08/2015: Assailants set fire to Jubba Cafe, a restaurant owned by a Somali-Muslim, in Grand Forks, North Dakota, United States. There were no reported casualties in the attack, but the building was damaged in the blaze. No group claimed responsibility for the incident; however, sources attributed the attack to an individual identified as Matthew Gust.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,2.0,Restaurant/Bar/Café,Jubba Cafe,Restaurant,217.0,United States,,,,,,,,,,,,,,,,,Anti-Muslim extremists,,,,,,"The specific motive is unknown; however, sources suspected that the attack may have been part of a larger trend of violence targeting members of the Muslim community following the Paris attacks and the San Bernardino attack.",0.0,,,1,1.0,1.0,0.0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),90000.0,A restaurant building was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the most reliable estimates are reported here.","""Minnesota man arrested for torching Somali restaurant in North Dakota, days after vandal wrote 'go home' and Nazi symbol on wall,"" New York Daily News, December 15, 2015.","""Muslim-owned cafe in US defaced with Nazi graffiti, set ablaze,"" The Express Tribune, December 13, 2015.","""Muslim advocacy group urges FBI probe into possible arson at Juba,"" Grand Forks Herald, December 9, 2015.",START Primary Collection,-9,-9,0,-9,
156498,201512110031,2015,12,11,,0,,217,United States,1,North America,California,Coachella,33.69288,-116.187442,1.0,0,,"12/11/2015: Assailants threw an incendiary device at the Islamic Society of Coachella Valley in Coachella, California, United States. There were no reported casualties, but the mosque was damaged in the attack. No group claimed responsibility for the incident; however, Carl James Dial was arrested in relation to the attack.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Islamic Society of Coachella Valley,Mosque,217.0,United States,,,,,,,,,,,,,,,,,Anti-Muslim extremists,,,,,,"The specific motive is unknown; however, sources suspected that the attack may have been part of a larger trend of violence targeting members of the Muslim community following the Paris attacks and the San Bernardino attack.",0.0,,,1,1.0,1.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,A firebomb was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A mosque was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""California Mosque Attacked With Molotov Cocktail, Officials Investigate Incident As Hate Crime,"" International Business Times, December 28, 2015.","""Person detained in fire at California mosque,"" USA Today, December 12, 2015.",,START Primary Collection,-9,-9,0,-9,
157472,201601070024,2016,1,7,,0,,217,United States,1,North America,Pennsylvania,Philadelphia,40.008171,-75.135489,1.0,0,The incident occurred at the intersection of 60th and Spruce streets.,"01/07/2016: An assailant shot and injured police officer Jesse Hartnett in Philadelphia, Pennsylvania, United States. Hartnett returned fire and injured the assailant as he attempted to flee. The assailant, identified as Edward Archer, stated that he carried out the attack ""in the name of Islam."" Archer also pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,25.0,Police Security Forces/Officers,Philadelphia City Police,Officer: Jesse Hartnet,217.0,United States,,,,,,,,,,,,,,,,,Jihadi-inspired extremists,,,,,,"An unaffiliated individual, identified as Edward Archer, claimed responsibility for the incident and stated that he carried out the attack ""in the name of Islam."" Archer also pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).",0.0,,,1,1.0,1.0,1.0,8.0,Personal claim,,,,,,,,5,Firearms,3.0,Handgun,,,,,,,,,,,,,A semiautomatic pistol was used in the attack.,0.0,0.0,0.0,2.0,2.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A police vehicle was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Philly Officer Heads Home 2 Weeks After Ambush,"" NBC Philadelphia, January 22, 2016.","""Islamic State sympathiser shoots Philadelphia police officer,"" Telegraph, January 11, 2016.","""Philly cop wounded in street ambush,"" USA Today, January 8, 2016.",START Primary Collection,-9,-9,0,-9,
158835,201602110023,2016,2,11,,0,,217,United States,1,North America,Ohio,Columbus,39.985687,-82.98732,1.0,0,,"02/11/2016: A machete-wielding assailant attacked and wounded four people in Nazareth Restaurant & Deli in Columbus, Ohio, United States. Police shot and killed the assailant after he fled the restaurant. No group claimed responsibility for the incident; however sources identified the assailant as Mohamed Barry, who shouted ""Allahu Akbar"" immediately before the attack.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,1,Business,2.0,Restaurant/Bar/Café,Nazareth Restaurant & Deli,Restaurant,217.0,United States,,,,,,,,,,,,,,,,,Muslim extremists,,,,,,,0.0,,,1,1.0,0.0,0.0,,,,,,,,,,9,Melee,23.0,Knife or Other Sharp Object,,,,,,,,,,,,,A machete was used in the attack.,1.0,1.0,1.0,4.0,4.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,"The victims included Neil McKeein, William Foley, Debbie Russell, and Gerald Russell.","""Columbus machete attack motive,"" CNN, February 12, 2016.","""Random act or Islamist terrorism? Questions linger as Ohio restaurant reopens after machete attack,"" Washington Post, February 16, 2016.","""Ohio Machete attacker Mohamed Barry was investigated by FBI for radical Islamist views,"" One News Page United Kingdom, February 15, 2016.",START Primary Collection,-9,-9,0,-9,
159149,201602180063,2016,2,18,,0,,217,United States,1,North America,Indiana,Nashville,39.207489,-86.246998,1.0,0,,"02/18/2016: An assailant armed with a hatchet attacked Zhang Yue, an 18-year-old Chinese exchange student, in Nashville, Indiana, United States. Yue was injured in the assault. Authorities arrested Dana Ericson, who confessed to the attack, self-identified as a white supremacist, and indicated that his goal was ethnic cleansing. In court Ericson stated that he was ""trying to start a revolution.""",1,1,1,1,4.0,Lack of Intentionality,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,71.0,Race/Ethnicity Identified,Not Applicable,Chinese Civilian: Zhang Yue,44.0,China,,,,,,,,,,,,,,,,,White supremacists/nationalists,,,,,,"An unaffiliated individual, identified as Dana Ericson, claimed responsibility for the incident and stated that he targeted Zhang Yue because she was Asian and that he intended to carry out ""ethnic cleansing.""",0.0,,,1,1.0,1.0,1.0,8.0,Personal claim,,,,,,,,9,Melee,23.0,Knife or Other Sharp Object,,,,,,,,,,,,,A hatchet was used in the attack.,0.0,0.0,0.0,1.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,"There is doubt that this incident meets terrorism-related criteria. Sources stated that Ericson had a history of mental illness, and a judge ruled that Ericson was mentally incompetent to stand trial.","""Judge: Nashville man not competent to stand trial,"" Brown County Democrat, April 11, 2016.","""Brown County man not mentally competent to stand trial,"" Indiana Daily Student, April 11, 2016.",,START Primary Collection,-9,-9,1,1,
160675,201603300069,2016,3,30,,0,,217,United States,1,North America,Massachusetts,Tyngsborough,42.691279,-71.438679,1.0,0,The incident occurred around 60 Locust Avenue area of the city,"03/30/2016: An assailant attempted to cut and set fire to power lines in Tyngsborough, Massachusetts, United States. The power lines were not damaged but the device started a fire in the nearby bushes. Danny M. Kelly claimed responsibility for the incident and demanded change within the court system.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,21,Utilities,107.0,Electricity,Unknown,Power Lines,217.0,United States,,,,,,,,,,,,,,,,,Court Reform extremists,,,,,,"An unaffiliated individual, identified as Danny M. Kelly, claimed responsibility for the incident and demanded change within the court system.",0.0,,,1,1.0,1.0,1.0,5.0,Note left at scene,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,Homemade incendiary devices containing thermite were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Approximately four acres of land were damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Man vowed 'war' in letter left with incendiary devices in Tyngsborough,"" The Boston Globe, April 4, 2016.","""Incendiary Devices Found On Power Lines In Tyngsboro,"" WBZ-TV CBS Boston, March 31, 2016.","""Chelmsford Man Charged with Attempting to Destroy Power Lines in Tyngsborough with Incendiary Device,"" Department of Justice Press Releases, April 4, 2016.",START Primary Collection,-9,-9,0,-9,
163382,201606050082,2016,6,5,,0,,217,United States,1,North America,New York,New York City,40.697133,-73.931352,1.0,0,The incident occurred in the Stapleton area of Staten Island.,"06/05/2016: An assailant threw a Molotov cocktail at St. Paul's Memorial Church in Staten Island, New York City, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,St. Paul's Memorial Church,Episcopal Church,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,1.0,0.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,A Molotov cocktail was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A church was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Police Seek Arsonist After Attacks on 2 Staten Island Churches,"" New York Times, June 11, 2016.","""Police probe fire-bombings of 2 Staten Island churches,"" San Francisco Chronicle, June 10, 2016.","""Fire-Bombing Attempt Causes Minor Damage to Historic Church,"" NBC New York, June 6, 2016.",START Primary Collection,-9,-9,0,-9,
163540,201606090034,2016,6,9,,0,,217,United States,1,North America,New York,New York City,40.697133,-73.931352,1.0,0,The incident occurred in the Stapleton area of Staten Island,"06/09/2016: An assailant threw a Molotov cocktail at First Central Baptist Church in Staten Island, New York City, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Unknown,First Central Baptist Church,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,1.0,0.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,A Molotov cocktail was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A church was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Police Seek Arsonist After Attacks on 2 Staten Island Churches,"" New York Times, June 11, 2016.","""Police probe fire-bombings of 2 Staten Island churches,"" San Francisco Chronicle, June 10, 2016.","""Another Staten Island Church Targeted in Fire-Bomb Attempt,"" NBC New York, June 10, 2016.",START Primary Collection,-9,-9,0,-9,
163620,201606120001,2016,6,12,,0,,217,United States,1,North America,Florida,Orlando,28.519601,-81.376794,1.0,0,,"06/12/2016: An assailant armed with an assault rifle and a handgun opened fire on customers at Pulse, a gay nightclub, in Orlando, Florida, United States. The assailant then held an unknown number of people hostage inside the nightclub for three hours. At least 49 people were killed and 53 people were injured during the attack before the assailant was killed by police officers, who also rescued 30 hostages. The assailant, identified as Omar Mateen, had pledged allegiance to the Islamic State of Iraq and the Levant (ISIL). Additionally, Mateen stated that he carried out the attack in retaliation for U.S. airstrikes in Iraq and Syria. The Islamic State of Iraq and the Levant (ISIL) also claimed responsibility for the incident; however, Omar Mateen's connection to ISIL could not be confirmed.",1,1,1,0,,,0,1,0,5,Hostage Taking (Barricade Incident),2.0,Armed Assault,,,1,Business,11.0,Entertainment/Cultural/Stadium/Casino,Pulse Nightclub,Nightclub,217.0,United States,14.0,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,999.0,Multinational,,,,,,,,,Jihadi-inspired extremists,,,,,,"An unaffiliated individual, identified as Omar Mateen, claimed responsibility for the incident and pledged allegiance to the Islamic State of Iraq and the Levant (ISIL). Additionally, Mateen stated that he carried out the attack in retaliation for United States (US) airstrikes in Iraq and Syria.",0.0,,,1,1.0,0.0,1.0,8.0,Personal claim,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,5.0,Firearms,3.0,Handgun,,,,,,,,,A Sig Sauer MCX assault rifle and a Glock 17 handgun were used in the attack.,50.0,44.0,1.0,53.0,48.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,The Pulse nightclub sustained unspecified damages in this attack.,1.0,-99.0,-99.0,3.0,,,,0.0,,,,,,6.0,Combination,-99.0,"The victims included Edward Sotomayor Jr., Stanley Almodovar III, Luis Omar Ocasio-Capo, Juan Ramon Guerrero, Eric Ivan Ortiz-Rivera, Peter O. Gonzalez-Cruz, Luis S. Vielma, Kimberly Morris, Eddie Jamoldroy Justice, Darryl Roman Burt II, Deonka Deidra Drayton, Alejandro Barrios Martinez, Anthony Luis Laureanodisla, Jean Carlos Mendez Perez, Franky Jimmy Dejesus Velazquez, Amanda Alvear, Martin Benitez Torres, Luis Daniel Wilson-Leon, Mercedez Marisol Flores, Xavier Emmanuel Serrano Rosado, Gilberto Ramon Silva Menendez, Simon Adrian Carrillo Fernandez, Oscar A Aracena-Montero, Enrique L. Rios, Jr., Miguel Angel Honorato, Javier Jorge-Reyes, Joel Rayon Paniagua, Jason Benjamin Josaphat, Cory James Connell, Juan P. Rivera Velazquez, Luis Daniel Conde, Shane Evan Tomlinson, Juan Chevez-Martinez, Jerald Arthur Wright, Leroy Valentin Fernandez, Tevin Eugene Crosby, Jonathan Antonio Camuy Vega, Jean C. Nives Rodriguez, Rodolfo Ayala-Ayala, Brenda Lee Marquez McCool, Yilmary Rodriguez Solivan, Christopher Andrew Leinonen, Angel L. Candelario-Padro, Frank Hernandez, Paul Terrell Henry, Antonio Davon Brown, Christopher Joseph Sanfeliz, Akyra Monet Murray, and Geraldo A. Ortiz-Jimenez.","""Two Canadians injured in Orlando shooting fear for their lives,"" Montreal Gazette, June 15, 2016.","""Hispanics shaken by heavy toll at Orlando club massacre,"" Reuters, June 14, 2016.","""Orlando nightclub shooting: Casualties confirmed,"" Al Jazeera, June 12, 2016.",START Primary Collection,-9,-9,1,1,
163854,201606180037,2016,6,18,,0,,217,United States,1,North America,Nevada,Las Vegas,36.211294,-115.247535,1.0,0,,"06/18/2016: An assailant attempted to assassinate presidential candidate Donald Trump at a campaign rally in Las Vegas, Nevada, United States. The assailant was arrested as he tried to remove a gun from the holster of a police officer. Michael Steven Sandford claimed responsibility for the incident. Sandford stated that he targeted Trump because he believed ""somebody had to stand up for America"" and told the Secret Service that he had planned for over a year to assassinate Trump.",1,1,1,0,,,0,0,0,1,Assassination,,,,,14,Private Citizens & Property,84.0,Political Party Member/Rally,Republican Party (GOP),Presidential Candidate: Donald Trump,217.0,United States,,,,,,,,,,,,,,,,,Anti-Trump extremists,,,,,,"An unaffiliated individual, identified as Michael Steven Sandford, claimed responsibility for the incident and stated that he targeted Donald Trump because he believed ""somebody had to stand up for America.""",0.0,,,1,1.0,1.0,1.0,8.0,Personal claim,,,,,,,,5,Firearms,3.0,Handgun,,,,,,,,,,,,,A handgun was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""British man pleads guilty in Trump attack case in Las Vegas,"" The Associated Press, September 13, 2016.","""What We Know About the Man Who Allegedly Tried to Kill Trump,"" VICE, July 7, 2016.","""Why isn’t the assassination attempt on Donald Trump bigger news?,"" Washington Post, June 21, 2016.",START Primary Collection,-9,-9,0,-9,
